Time,Voltage,PWM1,PWM2,PWM3,PWM4,X,Y,W
1622815160.3930557,12.29,90,90,90,90,0.7092323303222656,0.3301660120487213,0.3615770711174065
1622815160.6038797,12.29,90,90,90,90,0.7132306098937988,0.33000448346138,0.34672513534195326
1622815160.8151295,12.29,90,90,90,90,0.7166836261749268,0.3301815688610077,0.3325761240975503
1622815161.0264175,12.29,90,90,90,90,0.7194998264312744,0.3311145603656769,0.3189087746844633
1622815161.237652,12.29,90,90,90,90,0.7225143909454346,0.33323749899864197,0.30431580489559396
1622815161.4493482,12.29,90,90,90,90,0.7260651588439941,0.334251344203949,0.2902192566442869
1622815161.6600823,12.29,90,90,90,90,0.7285864353179932,0.3355753421783447,0.2766478426176802
1622815161.8711214,12.29,90,90,90,90,0.7311739921569824,0.336586058139801,0.2630687706434243
1622815162.0824044,12.29,90,90,90,90,0.73470139503479,0.3369819223880768,0.2492366206102138
1622815162.2928998,12.29,90,90,90,90,0.7376918792724609,0.33719462156295776,0.23664084448219183
1622815162.5037668,12.29,90,90,90,90,0.7404389381408691,0.33574092388153076,0.22370529034533268
1622815162.7150373,12.29,90,60,90,120,0.7433397769927979,0.3332025408744812,0.2105885548296444
1622815162.925702,12.29,90,60,90,120,0.7447290420532227,0.330893337726593,0.20793949588053387
1622815163.1367695,12.29,90,60,90,120,0.7442708015441895,0.3300139307975769,0.23386769031408966
1622815163.3487365,12.29,90,60,90,120,0.7436766624450684,0.3292517364025116,0.28400698731394
1622815163.5610447,12.29,90,60,90,120,0.7443490028381348,0.32877135276794434,0.3597196987193015
1622815163.7743511,12.29,90,60,90,120,0.7447047233581543,0.32834747433662415,0.4541206085474175
1622815163.9869776,12.29,90,60,90,120,0.7454750537872314,0.3276311159133911,0.5341552891245401
1622815164.1986852,12.29,90,60,90,120,0.7468061447143555,0.324958473443985,0.7011191179603623
1622815164.4108849,12.29,90,60,90,120,0.7467761039733887,0.32326188683509827,0.796655739093005
1622815164.6234686,12.29,90,60,90,120,0.7488818168640137,0.3203175365924835,1.01378646584758
1622815164.8360026,12.29,90,60,90,120,0.748422384262085,0.3185967206954956,1.2277112453277639
1622815165.0479076,12.29,90,60,90,120,0.747368335723877,0.3163246810436249,1.4265930375536418
1622815165.260678,12.29,90,60,90,120,0.7494821548461914,0.31506404280662537,1.6391383761496634
1622815165.4749553,12.29,90,60,90,120,0.7517604827880859,0.3118259012699127,1.8697429885642798
1622815165.6875389,12.29,90,60,90,120,0.7547965049743652,0.3090924322605133,2.1128190852408864
1622815165.900795,12.29,90,60,90,120,0.7583942413330078,0.30807992815971375,2.357427374162316
1622815166.1127439,12.29,90,60,90,120,0.759782075881958,0.30734553933143616,2.5092739994595084
1622815166.326118,12.29,90,60,90,120,0.7602055072784424,0.30549994111061096,2.8356359029868607
1622815166.537765,12.29,90,60,90,120,0.7626392841339111,0.30864158272743225,3.1167243578278176
1622815166.7502265,12.29,90,60,90,120,0.7647964954376221,0.30993062257766724,2.92061926624124
1622815166.9610972,12.29,90,60,90,120,0.7666764259338379,0.30951809883117676,2.5469917610715522
1622815167.172167,12.29,90,60,90,120,0.768258810043335,0.30947959423065186,2.254006748223276
1622815167.3827834,12.29,90,60,90,120,0.7730164527893066,0.3111911714076996,1.9504446767449297
1622815167.594014,12.29,90,60,90,120,0.7763693332672119,0.3137654960155487,1.6475258182473373
1622815167.8056374,12.29,90,60,90,120,0.7799229621887207,0.31660109758377075,1.3390010455677108
1622815168.0176787,12.29,90,60,90,120,0.7843842506408691,0.319644033908844,1.0147215662398585
1622815168.2288115,12.29,90,60,90,120,0.7887997627258301,0.3230297565460205,0.6955083444880544
1622815168.440353,12.29,90,60,90,120,0.7947311401367188,0.3261405825614929,0.3862612881097291
1622815168.6512475,12.29,90,60,90,120,0.8022441864013672,0.3289168179035187,0.030201067662621022
1622815168.862588,12.29,90,60,90,120,0.8090152740478516,0.3301495611667633,0.3014602072608934
1622815169.0746105,12.29,90,60,90,120,0.8144371509552002,0.33245784044265747,0.6373821398617879
1622815169.2870474,12.29,90,60,90,120,0.8212606906890869,0.33293601870536804,0.9957245559448792
1622815169.4989352,12.29,90,60,90,120,0.8249709606170654,0.3304966986179352,1.331427405244764
1622815169.7102578,12.29,90,60,90,120,0.8279211521148682,0.32782626152038574,1.6849634423535602
1622815169.9217608,12.29,90,60,90,120,0.828998327255249,0.32593145966529846,2.026206689982553
1622815170.1335769,12.29,90,60,90,120,0.8301546573638916,0.32376253604888916,2.3844105085850513
1622815170.3450367,12.29,90,60,90,120,0.8306167125701904,0.3209391236305237,2.716543637557646
1622815170.5591972,12.29,90,60,90,120,0.8298773765563965,0.3207973837852478,3.0613961886047516
1622815170.7702875,12.29,90,60,90,120,0.829322099685669,0.32100820541381836,2.8487300733581478
1622815170.9811063,12.29,90,60,90,120,0.8266375064849854,0.32193613052368164,2.503547428014272
1622815171.1917963,12.29,90,60,90,120,0.8232228755950928,0.32316944003105164,2.140995304074166
1622815171.40326,12.29,90,60,90,120,0.8215136528015137,0.3229105770587921,1.7921304593160903
1622815171.6226585,12.29,90,60,90,120,0.8205039501190186,0.32334086298942566,1.486981655231363
1622815171.833759,12.29,90,60,90,120,0.8155901432037354,0.32607296109199524,1.0883358008953985
1622815172.0452557,12.29,90,60,90,120,0.809694766998291,0.3285370171070099,0.762840548471054
1622815172.2585008,12.29,90,60,90,120,0.8068089485168457,0.3310181796550751,0.4393040545087655
1622815172.473585,12.29,90,60,90,120,0.8065855503082275,0.3341732919216156,0.10138478965251815
1622815172.6884658,12.29,90,60,90,120,0.8068227767944336,0.33695706725120544,0.24144485906862437
1622815172.9004624,12.29,90,60,90,120,0.8067195415496826,0.3386046290397644,0.5578592741152483
1622815173.1139357,12.29,90,60,90,120,0.8078937530517578,0.3391782343387604,0.915930891247096
1622815173.32673,12.29,90,60,90,120,0.80861496925354,0.3398318588733673,1.251393524312119
1622815173.539662,12.29,90,60,90,120,0.8094186782836914,0.33879536390304565,1.5987704034625971
1622815173.752583,12.29,90,60,90,120,0.8109755516052246,0.3385113477706909,1.9480241169170542
1622815173.9653919,12.29,90,60,90,120,0.8125669956207275,0.33915814757347107,2.2849830953940478
1622815174.1781642,12.29,90,60,90,120,0.812283992767334,0.3388725817203522,2.6366325454734794
1622815174.3896637,12.29,90,60,90,120,0.811016321182251,0.3384745717048645,2.974918342491354
1622815174.6013756,12.29,90,60,90,120,0.8114287853240967,0.3374551832675934,2.9705105850218607
1622815174.8126743,12.29,90,60,90,120,0.8124241828918457,0.3376219868659973,2.6189367630277323
1622815175.0254443,12.29,90,60,90,120,0.8129251003265381,0.337611585855484,2.27720049469691
1622815175.239062,12.29,90,60,90,120,0.8134417533874512,0.33902373909950256,1.922492324504252
1622815175.4519572,12.29,90,60,90,120,0.8151664733886719,0.3432673513889313,1.5791535261791858
1622815175.6650271,12.29,90,60,90,120,0.8191900253295898,0.347513884305954,1.2260117070485002
1622815175.8779743,12.29,90,60,90,120,0.8224823474884033,0.3507072925567627,0.8829860397795931
1622815176.0916708,12.29,90,60,90,120,0.8268475532531738,0.35385727882385254,0.5525891299226869
1622815176.3046627,12.29,90,60,90,120,0.8274929523468018,0.35524868965148926,0.32461589327570184
1622815176.5174212,12.29,90,60,90,120,0.8315110206604004,0.35620927810668945,0.09687966588129776
1622815176.7287028,12.29,90,60,90,120,0.8341944217681885,0.3540975749492645,0.5047860252076072
1622815176.940392,12.29,90,60,90,120,0.8351259231567383,0.35301560163497925,0.7487413684690932
1622815177.1530843,12.29,90,60,90,120,0.8369636535644531,0.3510362207889557,1.210997097057315
1622815177.3652864,12.29,90,60,90,120,0.8367404937744141,0.3490174412727356,1.5520497772856041
1622815177.5767431,12.29,90,60,90,120,0.835911750793457,0.3459059000015259,1.9052124801753865
1622815177.7886992,12.29,90,60,90,120,0.835141658782959,0.3431497812271118,2.247241420585363
1622815178.00086,12.29,90,60,90,120,0.8336191177368164,0.34020236134529114,2.5882644797130996
1622815178.2123125,12.29,90,60,90,120,0.8298954963684082,0.33635613322257996,2.946983901630851
1622815178.423006,12.29,90,60,90,120,0.8266916275024414,0.33472126722335815,3.0002800521436135
